P#,Document,Extension,Jenis,SortCategory,Category,SortTopic,Topic,Date,Last Updated,MIME Type,Size,ID,url
14,PPh Final atas Penghasilan dari Pengalihan Real Estat dalam Skema Kontrak Investasi Kolektif Tertentu,,PPh,10,PPh Final Pasal 4 ayat (2),,,Wed Feb 19 2020 15:41:42 GMT+0800 (HKT),Wed Feb 19 2020 15:41:55 GMT+0800 (HKT),document,0,1BbHBZ7c4P3rldtwxsGTrWs6dchHh4l3cOt-DN2_vNrw,https://docs.google.com/document/d/1BbHBZ7c4P3rldtwxsGTrWs6dchHh4l3cOt-DN2_vNrw/edit?usp=drivesdk
13,PPh Final atas Penghasilan Lain Kontraktor Dari Pengalihan Participating Interest,,PPh,10,PPh Final Pasal 4 ayat (2),,,Wed Feb 19 2020 15:41:35 GMT+0800 (HKT),Wed Feb 19 2020 15:41:49 GMT+0800 (HKT),document,0,1XX-8FCwfHTiqUXo3uwAzcEEZRpN1DkfIemWiJYjt-cQ,https://docs.google.com/document/d/1XX-8FCwfHTiqUXo3uwAzcEEZRpN1DkfIemWiJYjt-cQ/edit?usp=drivesdk
12,SKB terkait PP 46 Tahun 2013,,PPh,10,PPh Final Pasal 4 ayat (2),,,Wed Feb 19 2020 15:41:28 GMT+0800 (HKT),Wed Feb 19 2020 15:41:42 GMT+0800 (HKT),document,0,1phUO5LQeD4f_6EUKX-uDca2QjYOiyd7Mx9M67Ycx4WA,https://docs.google.com/document/d/1phUO5LQeD4f_6EUKX-uDca2QjYOiyd7Mx9M67Ycx4WA/edit?usp=drivesdk
11,Stempel Tanda Tangan pada Bukti Potong PPh atas Pembayaran Bunga Kepada Nasabah SUN-ORI,,PPh,10,PPh Final Pasal 4 ayat (2),,,Wed Feb 19 2020 15:41:22 GMT+0800 (HKT),Wed Feb 19 2020 15:41:36 GMT+0800 (HKT),document,0,1hjzofcBCMUjnsKINJKhTKC7saoBU7pa2Qr8vxVYkx9w,https://docs.google.com/document/d/1hjzofcBCMUjnsKINJKhTKC7saoBU7pa2Qr8vxVYkx9w/edit?usp=drivesdk
10,"Stempel Tanda Tangan pada Bukti Potong PPh atas Bunga Deposito, Tabungan, Jasa Giro, dan Diskonto SBI",,PPh,10,PPh Final Pasal 4 ayat (2),,,Wed Feb 19 2020 15:41:16 GMT+0800 (HKT),Wed Feb 19 2020 15:41:30 GMT+0800 (HKT),document,0,1rfwi-w_YMoCWjWodzKIstQCzsJmoAZyvn3NTgPSsXQY,https://docs.google.com/document/d/1rfwi-w_YMoCWjWodzKIstQCzsJmoAZyvn3NTgPSsXQY/edit?usp=drivesdk
9,PPh Final atas Hadiah Undian,,PPh,10,PPh Final Pasal 4 ayat (2),,,Wed Feb 19 2020 15:41:08 GMT+0800 (HKT),Wed Feb 19 2020 15:41:23 GMT+0800 (HKT),document,0,1h3OjfGGeK4X-jgP1t8DtOEZcrWIHqcHOwWDlnbgxnRw,https://docs.google.com/document/d/1h3OjfGGeK4X-jgP1t8DtOEZcrWIHqcHOwWDlnbgxnRw/edit?usp=drivesdk
8,PPh Final atas Bunga simpanan Koperasi,,PPh,10,PPh Final Pasal 4 ayat (2),,,Wed Feb 19 2020 15:41:01 GMT+0800 (HKT),Wed Feb 19 2020 15:41:16 GMT+0800 (HKT),document,0,1fQOzWvODjuh4IuclEdFjfCpyBuGAL-iprWOwPZTSIdQ,https://docs.google.com/document/d/1fQOzWvODjuh4IuclEdFjfCpyBuGAL-iprWOwPZTSIdQ/edit?usp=drivesdk
7,PPh Final atas Bunga deposito dan tabungan serta diskonto Sertifikat Bank Indonesia,,PPh,10,PPh Final Pasal 4 ayat (2),,,Wed Feb 19 2020 15:40:52 GMT+0800 (HKT),Wed Feb 19 2020 15:41:06 GMT+0800 (HKT),document,0,1_tf4EWZ7zUsIOst1QBkQT1jZqyS02I2nSLse54W3sX8,https://docs.google.com/document/d/1_tf4EWZ7zUsIOst1QBkQT1jZqyS02I2nSLse54W3sX8/edit?usp=drivesdk
6,PPh Final atas Dividen yang diterima Orang Pribadi (OP),,PPh,10,PPh Final Pasal 4 ayat (2),,,Wed Feb 19 2020 15:40:46 GMT+0800 (HKT),Wed Feb 19 2020 15:40:59 GMT+0800 (HKT),document,0,1LwbWdlgmJUq9qSVms_Q6AoARJYff6QROFr-UKW0ZB40,https://docs.google.com/document/d/1LwbWdlgmJUq9qSVms_Q6AoARJYff6QROFr-UKW0ZB40/edit?usp=drivesdk
5,PPh Final atas Penjualan Saham di Bursa Efek,,PPh,10,PPh Final Pasal 4 ayat (2),,,Wed Feb 19 2020 15:40:39 GMT+0800 (HKT),Wed Feb 19 2020 15:40:53 GMT+0800 (HKT),document,0,10pUNTioF2C2DUcWPXQkKCtpU2ggykMkJdRX2S2zAB7s,https://docs.google.com/document/d/10pUNTioF2C2DUcWPXQkKCtpU2ggykMkJdRX2S2zAB7s/edit?usp=drivesdk
4,PPh Final atas Jasa Konstruksi,,PPh,10,PPh Final Pasal 4 ayat (2),,,Wed Feb 19 2020 15:40:33 GMT+0800 (HKT),Wed Feb 19 2020 15:40:46 GMT+0800 (HKT),document,0,1MuLPWSrORDIT5jqGPqbFOfNWAHNgxvjbWCtcPr1lU9w,https://docs.google.com/document/d/1MuLPWSrORDIT5jqGPqbFOfNWAHNgxvjbWCtcPr1lU9w/edit?usp=drivesdk
3,PPh Final atas Persewaan Tanah dan/atau Bangunan,,PPh,10,PPh Final Pasal 4 ayat (2),,,Wed Feb 19 2020 15:40:27 GMT+0800 (HKT),Wed Feb 19 2020 15:40:40 GMT+0800 (HKT),document,0,1E2oRz5VpG3E0dOFNgqXuaIH0VGOsymuJ0Ge771i7q8k,https://docs.google.com/document/d/1E2oRz5VpG3E0dOFNgqXuaIH0VGOsymuJ0Ge771i7q8k/edit?usp=drivesdk
2,"PPh Final atas Pengalihan hak atas Tanah dan/atau bangunan, SKB PPhTB",,PPh,10,PPh Final Pasal 4 ayat (2),,,Wed Feb 19 2020 15:40:20 GMT+0800 (HKT),Wed Feb 19 2020 15:40:34 GMT+0800 (HKT),document,0,1dWwOD9CATkUi72BIHbARzDdpEzsYya7vPcIr2kmWSEo,https://docs.google.com/document/d/1dWwOD9CATkUi72BIHbARzDdpEzsYya7vPcIr2kmWSEo/edit?usp=drivesdk
1,"SUN (Obligasi Negara, SPN) dan SBSN",,PPh,10,PPh Final Pasal 4 ayat (2),,,Wed Feb 19 2020 15:40:12 GMT+0800 (HKT),Wed Feb 19 2020 15:40:27 GMT+0800 (HKT),document,0,1upLH8QdVLrg2xvAFS4felM8JQ8cW8yRbikvXjNV8ftQ,https://docs.google.com/document/d/1upLH8QdVLrg2xvAFS4felM8JQ8cW8yRbikvXjNV8ftQ/edit?usp=drivesdk
14,Daftar Rekonsiliasi Fiskal Biaya Usaha,,PPh,4,Biaya Fiskal,,,Thu Feb 13 2020 16:26:18 GMT+0800 (HKT),Sun Feb 16 2020 14:41:17 GMT+0800 (HKT),document,0,1cVDB1xbk5bkHQ56YNkO179T-FPZMiCZb9Abq5jpZ_xI,https://docs.google.com/document/d/1cVDB1xbk5bkHQ56YNkO179T-FPZMiCZb9Abq5jpZ_xI/edit?usp=drivesdk
13,Contoh Soal Rekonsiliasi Fiskal + Kunci Jawaban,,PPh,4,Biaya Fiskal,,,Thu Feb 13 2020 16:26:57 GMT+0800 (HKT),Sun Feb 16 2020 14:41:09 GMT+0800 (HKT),document,0,181CyTb1R0QyMlQboRrytoDQk9_e1D7SPHToJKiqcy6M,https://docs.google.com/document/d/181CyTb1R0QyMlQboRrytoDQk9_e1D7SPHToJKiqcy6M/edit?usp=drivesdk
12,"Biaya SDM (deductible-nondeductible, objek pph 21-bukan objek pph 21)",,PPh,4,Biaya Fiskal,,,Thu Feb 13 2020 16:23:53 GMT+0800 (HKT),Sun Feb 16 2020 14:41:01 GMT+0800 (HKT),document,0,1YZFTXSiVTnMu-TTG0rEsr-sSWmi2KbEF6BQa0HSg0SY,https://docs.google.com/document/d/1YZFTXSiVTnMu-TTG0rEsr-sSWmi2KbEF6BQa0HSg0SY/edit?usp=drivesdk
11,Biaya Promosi,,PPh,4,Biaya Fiskal,,,Thu Feb 13 2020 16:23:08 GMT+0800 (HKT),Sun Feb 16 2020 14:40:55 GMT+0800 (HKT),document,0,1DLJIbtVir8NzpEMSUcWP3E3ZzstOn8UDZHV8xubWGPc,https://docs.google.com/document/d/1DLJIbtVir8NzpEMSUcWP3E3ZzstOn8UDZHV8xubWGPc/edit?usp=drivesdk
10,BIAYA FISKAL (PASAL 6 DAN 9 UU PPH),,PPh,4,Biaya Fiskal,,,Thu Feb 13 2020 16:22:10 GMT+0800 (HKT),Sun Feb 16 2020 14:40:47 GMT+0800 (HKT),document,0,1vYyo2WDNjifzD_WZyvpZmo7dAtXtlxNaXwfP3aSdLck,https://docs.google.com/document/d/1vYyo2WDNjifzD_WZyvpZmo7dAtXtlxNaXwfP3aSdLck/edit?usp=drivesdk
9,Biaya Entertainment,,PPh,4,Biaya Fiskal,,,Thu Feb 13 2020 15:38:12 GMT+0800 (HKT),Sun Feb 16 2020 14:40:39 GMT+0800 (HKT),document,0,1faMFvCaumqHmD1w8shAiGkeWP4Fssk1HqkKN5EQLrVQ,https://docs.google.com/document/d/1faMFvCaumqHmD1w8shAiGkeWP4Fssk1HqkKN5EQLrVQ/edit?usp=drivesdk
8,Biaya Bunga Pinjaman,,PPh,4,Biaya Fiskal,,,Thu Feb 13 2020 16:24:18 GMT+0800 (HKT),Sun Feb 16 2020 14:40:31 GMT+0800 (HKT),document,0,1UZTGshJ1dQNYXKt0RFBCUt_rzT7jZjIkSWTr1-ltvtg,https://docs.google.com/document/d/1UZTGshJ1dQNYXKt0RFBCUt_rzT7jZjIkSWTr1-ltvtg/edit?usp=drivesdk
7,Join Cost,,PPh,4,Biaya Fiskal,,,Thu Feb 13 2020 16:25:58 GMT+0800 (HKT),Sun Feb 16 2020 14:33:34 GMT+0800 (HKT),document,0,1T3KhVFzAjejl3Uc8suS8BJbvu-BLFw7pMEACjSBpleQ,https://docs.google.com/document/d/1T3KhVFzAjejl3Uc8suS8BJbvu-BLFw7pMEACjSBpleQ/edit?usp=drivesdk
6,Natura-Kenikmatan,,PPh,4,Biaya Fiskal,,,Thu Feb 13 2020 16:22:47 GMT+0800 (HKT),Sun Feb 16 2020 14:33:23 GMT+0800 (HKT),document,0,19QDgG9irIj5gt8mW41TU8DaYJ6n3xuV_xozXZ4IRkfY,https://docs.google.com/document/d/19QDgG9irIj5gt8mW41TU8DaYJ6n3xuV_xozXZ4IRkfY/edit?usp=drivesdk
5,Pajak Daerah dan Retribusi Daerah,,PPh,4,Biaya Fiskal,,,Thu Feb 13 2020 16:24:39 GMT+0800 (HKT),Sun Feb 16 2020 14:33:14 GMT+0800 (HKT),document,0,1jsSNM47cMzwE64JteTc0jtsQlwcHdkkFvjm6jCv6oHQ,https://docs.google.com/document/d/1jsSNM47cMzwE64JteTc0jtsQlwcHdkkFvjm6jCv6oHQ/edit?usp=drivesdk
4,Pajak Masukan yang Tidak dapat Dikreditkan bisa jadi Pengurang Penghasilan Bruto,,PPh,4,Biaya Fiskal,,,Thu Feb 13 2020 16:25:29 GMT+0800 (HKT),Sun Feb 16 2020 14:33:04 GMT+0800 (HKT),document,0,1DTRxQQtJ4l_8O9vgmFBEoy35rFer2jtkHn6FYfiTp7A,https://docs.google.com/document/d/1DTRxQQtJ4l_8O9vgmFBEoy35rFer2jtkHn6FYfiTp7A/edit?usp=drivesdk
3,Piutang yang Nyata-Nyata Tidak Dapat Ditagih,,PPh,4,Biaya Fiskal,,,Thu Feb 13 2020 16:23:30 GMT+0800 (HKT),Sun Feb 16 2020 14:32:49 GMT+0800 (HKT),document,0,1RLRvYYA2VymWoMg4WVOEqgJXEvSEhnXo4DS0S8HQTbs,https://docs.google.com/document/d/1RLRvYYA2VymWoMg4WVOEqgJXEvSEhnXo4DS0S8HQTbs/edit?usp=drivesdk
2,Sumbangan - Biaya Pembangunan Infrastruktur yang bisa dikurangkan dari penghasilan bruto,,PPh,4,Biaya Fiskal,,,Thu Feb 13 2020 16:25:02 GMT+0800 (HKT),Sun Feb 16 2020 14:32:34 GMT+0800 (HKT),document,0,1QuyK7zm8mAYpqNstpD1rogyxP-lJs7DdA_kSq5SJsJw,https://docs.google.com/document/d/1QuyK7zm8mAYpqNstpD1rogyxP-lJs7DdA_kSq5SJsJw/edit?usp=drivesdk
1,Zakat Atau Sumbangan Keagamaan yang Sifatnya Wajib,,PPh,4,Biaya Fiskal,,,Thu Feb 13 2020 16:21:32 GMT+0800 (HKT),Sun Feb 16 2020 14:32:19 GMT+0800 (HKT),document,0,1MnqqVICkMSiz875aBuPXxEse_X1rsSydQlmKjBRjC2Q,https://docs.google.com/document/d/1MnqqVICkMSiz875aBuPXxEse_X1rsSydQlmKjBRjC2Q/edit?usp=drivesdk
8,Penyusutan Harta Berwujud,,PPh,4,Biaya Fiskal,1,Penyusutan Fiskal,Thu Feb 13 2020 16:28:19 GMT+0800 (HKT),Sun Feb 16 2020 14:40:21 GMT+0800 (HKT),document,0,1Q225SN2z2JUOebROr_pPAzMin8RC9hFau8ibEP1CYY0,https://docs.google.com/document/d/1Q225SN2z2JUOebROr_pPAzMin8RC9hFau8ibEP1CYY0/edit?usp=drivesdk
7,Kendaraan milik perusahaan,,PPh,4,Biaya Fiskal,1,Penyusutan Fiskal,Thu Feb 13 2020 16:28:39 GMT+0800 (HKT),Sun Feb 16 2020 14:40:14 GMT+0800 (HKT),document,0,1lnId79EQLAXsG2QYAQnEYKzNeEQUH6rKyMz_oGGPfeE,https://docs.google.com/document/d/1lnId79EQLAXsG2QYAQnEYKzNeEQUH6rKyMz_oGGPfeE/edit?usp=drivesdk
6,"HP, telepon Seluler, pager",,PPh,4,Biaya Fiskal,1,Penyusutan Fiskal,Thu Feb 13 2020 16:29:03 GMT+0800 (HKT),Sun Feb 16 2020 14:40:06 GMT+0800 (HKT),document,0,1l56C1ufjb2rOeKjk12Ivg7sbTahe070odc3IlY859Ow,https://docs.google.com/document/d/1l56C1ufjb2rOeKjk12Ivg7sbTahe070odc3IlY859Ow/edit?usp=drivesdk
5,Biaya Penyusutan Fiskal,,PPh,4,Biaya Fiskal,1,Penyusutan Fiskal,Thu Feb 13 2020 16:27:44 GMT+0800 (HKT),Sun Feb 16 2020 14:39:59 GMT+0800 (HKT),document,0,1d4qD8UavJX49j_QOO8OGdq2Kn98daHVDrI3d94buATk,https://docs.google.com/document/d/1d4qD8UavJX49j_QOO8OGdq2Kn98daHVDrI3d94buATk/edit?usp=drivesdk
4,Amortisasi Harta Tidak Berwujud,,PPh,4,Biaya Fiskal,1,Penyusutan Fiskal,Thu Feb 13 2020 16:28:26 GMT+0800 (HKT),Sun Feb 16 2020 14:39:50 GMT+0800 (HKT),document,0,1YW2f_NghQNp3gAjjTwnrABlnJm6XGJGIY-F4NMl5ngo,https://docs.google.com/document/d/1YW2f_NghQNp3gAjjTwnrABlnJm6XGJGIY-F4NMl5ngo/edit?usp=drivesdk
3,Penyusutan Harta Berwujud Bagi Kontraktor Migas,,PPh,4,Biaya Fiskal,1,Penyusutan Fiskal,Thu Feb 13 2020 16:29:28 GMT+0800 (HKT),Sun Feb 16 2020 14:33:58 GMT+0800 (HKT),document,0,1vsfxkJSTDto0o5PWD_j5Tpta_ehUSFrXbDmyZ4NvzFM,https://docs.google.com/document/d/1vsfxkJSTDto0o5PWD_j5Tpta_ehUSFrXbDmyZ4NvzFM/edit?usp=drivesdk
2,"Penyusutan, Amortisasi dalam Bidang Usaha Tertentu (Tanaman Kehutanan, kayu, Tanaman Keras, Ternak)",,PPh,4,Biaya Fiskal,1,Penyusutan Fiskal,Thu Feb 13 2020 16:29:30 GMT+0800 (HKT),Sun Feb 16 2020 14:33:49 GMT+0800 (HKT),document,0,1E-yHbTVpIYG-SCViJxRy0OukerjJwmWu9u5QyS3vXEY,https://docs.google.com/document/d/1E-yHbTVpIYG-SCViJxRy0OukerjJwmWu9u5QyS3vXEY/edit?usp=drivesdk
1,Perangkat Lunak (Software) Komputer,,PPh,4,Biaya Fiskal,1,Penyusutan Fiskal,Thu Feb 13 2020 16:28:48 GMT+0800 (HKT),Sun Feb 16 2020 14:33:42 GMT+0800 (HKT),document,0,1oQlOxtb4goqV_I_t128spHRKEKe_KS1pbmPOgcnE24o,https://docs.google.com/document/d/1oQlOxtb4goqV_I_t128spHRKEKe_KS1pbmPOgcnE24o/edit?usp=drivesdk
5,"Penggunaan Nilai Buku atas Pengalihan dan Perolehan Harta dalam Rangka Penggabungan, Peleburan, Pemekaran atau Pengambilalihan Usaha",,PPh,1,Umum,,,Tue Feb 18 2020 15:39:38 GMT+0800 (HKT),Tue Feb 18 2020 15:47:15 GMT+0800 (HKT),document,0,1um4C8N1mf-cvcVUSVrJLretfX6RLyswG9t5fUCN3Y4I,https://docs.google.com/document/d/1um4C8N1mf-cvcVUSVrJLretfX6RLyswG9t5fUCN3Y4I/edit?usp=drivesdk
4,Oasis Pemotongan/Pemungutan PPh,,PPh,1,Umum,,,Tue Feb 18 2020 15:39:02 GMT+0800 (HKT),Tue Feb 18 2020 15:47:03 GMT+0800 (HKT),document,0,1Yd-WO6eSqp2WttnujN1B4LtB_fiOLaDBupqwDxyNxSQ,https://docs.google.com/document/d/1Yd-WO6eSqp2WttnujN1B4LtB_fiOLaDBupqwDxyNxSQ/edit?usp=drivesdk
3,"Penggunaan Nilai Buku atas Pengalihan Harta dalam Rangka Penggabungan, Peleburan atau Pemekaran Usaha",,PPh,1,Umum,,,Tue Feb 18 2020 15:40:05 GMT+0800 (HKT),Tue Feb 18 2020 15:46:51 GMT+0800 (HKT),document,0,10kGTWYrF693IFhHUrsmGk-jBnp2oXxrjzDBpGsDuZ4E,https://docs.google.com/document/d/10kGTWYrF693IFhHUrsmGk-jBnp2oXxrjzDBpGsDuZ4E/edit?usp=drivesdk
2,"SKB PPh Potput (SKB PPh 21, 22, 22 impor, 23)",,PPh,1,Umum,,,Tue Feb 18 2020 15:40:38 GMT+0800 (HKT),Tue Feb 18 2020 15:46:35 GMT+0800 (HKT),document,0,1jKNDmPF57Ztft6iyRrjy61sVXiBPrpQ4OrtcEBZjEPQ,https://docs.google.com/document/d/1jKNDmPF57Ztft6iyRrjy61sVXiBPrpQ4OrtcEBZjEPQ/edit?usp=drivesdk
1,Resume Tarif dan DPP PPh ( KETENTUAN LAMA),,PPh,1,Umum,,,Tue Feb 18 2020 15:37:35 GMT+0800 (HKT),Tue Feb 18 2020 15:46:24 GMT+0800 (HKT),document,0,1JSrHcMwQY6dFSvsVOFZxB_Mck3Gf05lSelVFvuyoykY,https://docs.google.com/document/d/1JSrHcMwQY6dFSvsVOFZxB_Mck3Gf05lSelVFvuyoykY/edit?usp=drivesdk
1,Saat Dimulainya Kewajiban Perpajakan,,PPh,1,Umum,,,Fri Jan 10 2020 10:03:38 GMT+0800 (HKT),Tue Feb 18 2020 15:46:04 GMT+0800 (HKT),document,0,1Gf1g4SpdKhp-IOB-Nf3Lxwr2OB5U5Ykb2CICsX4NdXc,https://docs.google.com/document/d/1Gf1g4SpdKhp-IOB-Nf3Lxwr2OB5U5Ykb2CICsX4NdXc/edit?usp=drivesdk
